id;text;contributors;coordinates;created_at;entities;extended_entities;favorite_count;favorited;geo;id;in_reply_to_screen_name;in_reply_to_status_id;in_reply_to_status_id_str;in_reply_to_user_id;in_reply_to_user_id_str;is_quote_status;lang;place;possibly_sensitive;quoted_status;quoted_status_id;quoted_status_id_str;retweet_count;retweeted;source;truncated;user
879604089000275968;Alibaba CMO promises ‘collaboration’ in first big pitch to Western advertisers https://t.co/TDGdS0aHF7;;;Tue Jun 27 07:35:31 +0000 2017;{'hashtags': [], 'user_mentions': [], 'symbols': [], 'urls': [{'expanded_url': 'http://ift.tt/2sMaDw5', 'url': 'https://t.co/TDGdS0aHF7', 'indices': [79, 102], 'display_url': 'ift.tt/2sMaDw5'}]};;1.0;0.0;;8.79604089000276e+17;;;;;;0.0;en;;0.0;;;;0.0;0.0;"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>";0.0;{'profile_link_color': 'CA150D', 'id_str': '1459604220', 'profile_text_color': '333333', 'listed_count': 224, 'utc_offset': 3600, 'description': 'Colorful. Confident. Chic.\nThis Is The Game Where Good Girls Get Better By Being Bad! Join Me! https://t.co/7DUpNRVgLv', 'following': False, 'url': 'https://t.co/qLeyEn69zr', 'is_translator': False, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/537757329484046336/nl-9mqh9.jpeg', 'statuses_count': 182723, 'notifications': False, 'name': 'OhGirllAmInTrouble.', 'contributors_enabled': False, 'lang': 'en', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1459604220/1417046753', 'location': 'Heaven And Hell Simultaneously', 'translator_type': 'none', 'protected': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/537758861290000384/6OIlAgJq_normal.jpeg', 'profile_sidebar_fill_color': 'DDEEF6', 'screen_name': 'EducatingGirls', 'profile_background_tile': True, 'profile_background_color': 'CC0B0A', 'followers_count': 424, 'has_extended_profile': False, 'time_zone': 'London', 'is_translation_enabled': False, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/537757329484046336/nl-9mqh9.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/537758861290000384/6OIlAgJq_normal.jpeg', 'friends_count': 260, 'verified': False, 'default_profile': False, 'geo_enabled': False, 'created_at': 'Sun May 26 13:20:02 +0000 2013', 'follow_request_sent': False, 'profile_use_background_image': True, 'entities': {'description': {'urls': [{'expanded_url': 'http://goo.gl/l0GN6b', 'url': 'https://t.co/7DUpNRVgLv', 'indices': [95, 118], 'display_url': 'goo.gl/l0GN6b'}]}, 'url': {'urls': [{'expanded_url': 'https://www.facebook.com/OhGirlIamInTrouble', 'url': 'https://t.co/qLeyEn69zr', 'indices': [0, 23], 'display_url': 'facebook.com/OhGirlIamInTro…'}]}}, 'favourites_count': 16, 'id': 1459604220, 'default_profile_image': False, 'profile_sidebar_border_color': 'FFFFFF'}
879586788297265152;https://t.co/3IAbMVaR9GWhatsApp:+8613682927594E-mail:sales5@dicore.cn https://t.co/wdRyJW1v96 via @YouTube;;;Tue Jun 27 06:26:46 +0000 2017;{'hashtags': [], 'user_mentions': [{'id': 10228272, 'screen_name': 'YouTube', 'name': 'YouTube', 'indices': [101, 109], 'id_str': '10228272'}], 'symbols': [], 'urls': [{'expanded_url': 'https://www.alibaba.com/product-detail/Heat-Shrink-Identification-Tubing-Permanent-identification_60666377891.html?spm=a2747.manage.list.79.qFOBmk', 'url': 'https://t.co/3IAbMVaR9G', 'indices': [0, 23], 'display_url': 'alibaba.com/product-detail…'}, {'expanded_url': 'https://youtu.be/wo16J8iLsQ8', 'url': 'https://t.co/wdRyJW1v96', 'indices': [73, 96], 'display_url': 'youtu.be/wo16J8iLsQ8'}]};;0.0;0.0;;8.795867882972652e+17;;;;;;0.0;en;;0.0;;;;0.0;0.0;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";0.0;{'profile_link_color': '1DA1F2', 'id_str': '868386814599454720', 'profile_text_color': '333333', 'listed_count': 0, 'utc_offset': None, 'description': 'My name is Lijun Xiao,from Shenzhen,Guangdong,is a exporter trader.Dicore is a manufacturer of heat shrink tube.E-mail:sales5@dicore.cn', 'following': False, 'url': None, 'is_translator': False, 'profile_background_image_url_https': None, 'statuses_count': 43, 'notifications': False, 'name': 'Lijun Xiao', 'contributors_enabled': False, 'lang': 'en', 'location': 'shenzhen', 'translator_type': 'none', 'protected': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/879589693074976769/zGgkCL0l_normal.jpg', 'profile_sidebar_fill_color': 'DDEEF6', 'screen_name': 'GirlLijun', 'profile_background_tile': False, 'profile_background_color': 'F5F8FA', 'followers_count': 5, 'has_extended_profile': True, 'time_zone': None, 'is_translation_enabled': False, 'profile_background_image_url': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/879589693074976769/zGgkCL0l_normal.jpg', 'friends_count': 30, 'verified': False, 'default_profile': True, 'geo_enabled': False, 'created_at': 'Sat May 27 08:42:05 +0000 2017', 'follow_request_sent': False, 'profile_use_background_image': True, 'entities': {'description': {'urls': []}}, 'favourites_count': 79, 'id': 868386814599454720, 'default_profile_image': False, 'profile_sidebar_border_color': 'C0DEED'}
879590647040049152;Alibaba-backed Best Logistics files for New York IPO https://t.co/cgUF19nnC6;;;Tue Jun 27 06:42:06 +0000 2017;{'hashtags': [], 'user_mentions': [], 'symbols': [], 'urls': [{'expanded_url': 'https://lnkd.in/gMn_c4Q', 'url': 'https://t.co/cgUF19nnC6', 'indices': [53, 76], 'display_url': 'lnkd.in/gMn_c4Q'}]};;0.0;0.0;;8.795906470400492e+17;;;;;;0.0;en;;0.0;;;;0.0;0.0;"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>";0.0;{'profile_link_color': '89C9FA', 'id_str': '14498276', 'profile_text_color': '333333', 'listed_count': 124, 'utc_offset': 3600, 'description': 'Founder, CEO, investing, innovating & exploring new avenues', 'following': False, 'url': 'http://t.co/MHg3819qpZ', 'is_translator': False, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/813918519/eb025bf6a7c94924dcb06250109b4b37.jpeg', 'statuses_count': 5945, 'notifications': False, 'name': 'Darren Patterson', 'contributors_enabled': False, 'lang': 'en', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/14498276/1406016485', 'location': 'Sydney', 'translator_type': 'none', 'protected': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/491494564708888577/3uVRrgWQ_normal.jpeg', 'profile_sidebar_fill_color': 'DDEEF6', 'screen_name': 'dazzla75', 'profile_background_tile': True, 'profile_background_color': 'C0DEED', 'followers_count': 548, 'has_extended_profile': False, 'time_zone': 'London', 'is_translation_enabled': False, 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/813918519/eb025bf6a7c94924dcb06250109b4b37.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/491494564708888577/3uVRrgWQ_normal.jpeg', 'friends_count': 700, 'verified': False, 'default_profile': False, 'geo_enabled': True, 'created_at': 'Wed Apr 23 18:19:02 +0000 2008', 'follow_request_sent': False, 'profile_use_background_image': True, 'entities': {'description': {'urls': []}, 'url': {'urls': [{'expanded_url': 'https://twitter.com/dazzla75', 'url': 'http://t.co/MHg3819qpZ', 'indices': [0, 22], 'display_url': 'twitter.com/dazzla75'}]}}, 'favourites_count': 34, 'id': 14498276, 'default_profile_image': False, 'profile_sidebar_border_color': 'FFFFFF'}
879599302523449344;Alibaba points to politics after U.S. puts it back on fake goods blacklistAlibaba is back on a U.S. government https://t.co/bhK7HO5osi;;;Tue Jun 27 07:16:30 +0000 2017;{'hashtags': [], 'user_mentions': [], 'symbols': [], 'urls': [{'expanded_url': 'http://rss.cnn.com/~r/rss/money_latest/~3/DEO4HiLe8-s/index.html', 'url': 'https://t.co/bhK7HO5osi', 'indices': [113, 136], 'display_url': 'rss.cnn.com/~r/rss/money_l…'}]};;0.0;0.0;;8.795993025234493e+17;;;;;;0.0;en;;0.0;;;;0.0;0.0;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";0.0;{'profile_link_color': '1DA1F2', 'id_str': '798903323260751872', 'profile_text_color': '333333', 'listed_count': 132, 'utc_offset': 7200, 'description': 'Looking for a invite to a members crypto club Invitation only crypto currency thats really on the move .Invest now before its too late', 'following': False, 'url': None, 'is_translator': False, 'profile_background_image_url_https': None, 'statuses_count': 136570, 'notifications': False, 'name': 'Bitcoin_retirement', 'contributors_enabled': False, 'lang': 'en', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/798903323260751872/1479315115', 'location': 'Altea, Spain', 'translator_type': 'none', 'protected': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/798931961083494400/4ZbzrQ99_normal.jpg', 'profile_sidebar_fill_color': 'DDEEF6', 'screen_name': 'Nano_coin', 'profile_background_tile': False, 'profile_background_color': 'F5F8FA', 'followers_count': 3173, 'has_extended_profile': True, 'time_zone': 'Madrid', 'is_translation_enabled': False, 'profile_background_image_url': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/798931961083494400/4ZbzrQ99_normal.jpg', 'friends_count': 3178, 'verified': False, 'default_profile': True, 'geo_enabled': False, 'created_at': 'Wed Nov 16 14:59:29 +0000 2016', 'follow_request_sent': False, 'profile_use_background_image': True, 'entities': {'description': {'urls': []}}, 'favourites_count': 5021, 'id': 798903323260751872, 'default_profile_image': False, 'profile_sidebar_border_color': 'C0DEED'}
879584271005999104;@Earlytobed @Indiegogo hi friend,we are supplier of silicone dolls,https://t.co/c9CAQpRU4U silicone doll  whatsa… https://t.co/1kgg6Ljv2j;;;Tue Jun 27 06:16:46 +0000 2017;{'hashtags': [], 'user_mentions': [{'id': 18775318, 'screen_name': 'Earlytobed', 'name': 'Early to Bed', 'indices': [0, 11], 'id_str': '18775318'}, {'id': 34732474, 'screen_name': 'Indiegogo', 'name': 'Indiegogo', 'indices': [12, 22], 'id_str': '34732474'}], 'symbols': [], 'urls': [{'expanded_url': 'https://cnouga.en.alibaba.com', 'url': 'https://t.co/c9CAQpRU4U', 'indices': [69, 92], 'display_url': 'cnouga.en.alibaba.com'}, {'expanded_url': 'https://twitter.com/i/web/status/879584271005999104', 'url': 'https://t.co/1kgg6Ljv2j', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…'}]};;0.0;0.0;;8.795842710059991e+17;Earlytobed;878355567181307904;878355567181307904;18775318;18775318;0.0;en;;0.0;;;;0.0;0.0;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";1.0;{'profile_link_color': '1DA1F2', 'id_str': '3259339668', 'profile_text_color': '333333', 'listed_count': 0, 'utc_offset': None, 'description': '', 'following': False, 'url': None, 'is_translator': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'statuses_count': 308, 'notifications': False, 'name': '???Michael', 'contributors_enabled': False, 'lang': 'zh-cn', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3259339668/1498527769', 'location': '', 'translator_type': 'none', 'protected': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/879516049724497921/o_d7toAQ_normal.jpg', 'profile_sidebar_fill_color': 'DDEEF6', 'screen_name': 'Michael198706', 'profile_background_tile': False, 'profile_background_color': 'C0DEED', 'followers_count': 81, 'has_extended_profile': False, 'time_zone': None, 'is_translation_enabled': False, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/879516049724497921/o_d7toAQ_normal.jpg', 'friends_count': 1783, 'verified': False, 'default_profile': True, 'geo_enabled': False, 'created_at': 'Mon Jun 29 01:00:48 +0000 2015', 'follow_request_sent': False, 'profile_use_background_image': True, 'entities': {'description': {'urls': []}}, 'favourites_count': 48, 'id': 3259339668, 'default_profile_image': False, 'profile_sidebar_border_color': 'C0DEED'}
879582735236558848;Hire as many women as possible, Jack Ma urges as Alibaba branded IaaS 'visionary' | CRN https://t.co/beCPJDaxqL… https://t.co/HpWb5qaLzI;;;Tue Jun 27 06:10:40 +0000 2017;{'hashtags': [], 'user_mentions': [], 'symbols': [], 'urls': [{'expanded_url': 'https://www.dub.io/s/225484', 'url': 'https://t.co/beCPJDaxqL', 'indices': [88, 111], 'display_url': 'dub.io/s/225484'}, {'expanded_url': 'https://twitter.com/i/web/status/879582735236558848', 'url': 'https://t.co/HpWb5qaLzI', 'indices': [113, 136], 'display_url': 'twitter.com/i/web/status/8…'}]};;0.0;0.0;;8.795827352365588e+17;;;;;;0.0;en;;0.0;;;;0.0;0.0;"<a href=""http://www.dub.io"" rel=""nofollow"">Dub.io</a>";1.0;{'profile_link_color': '009999', 'id_str': '95446602', 'profile_text_color': '333333', 'listed_count': 41, 'utc_offset': 19800, 'description': '', 'following': False, 'url': None, 'is_translator': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'statuses_count': 14587, 'notifications': False, 'name': 'Ashok Kumar', 'contributors_enabled': False, 'lang': 'en', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/95446602/1369242938', 'location': 'Hyderabad', 'translator_type': 'none', 'protected': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/780119679532576768/WEnXdFxL_normal.jpg', 'profile_sidebar_fill_color': 'EFEFEF', 'screen_name': 'vkasshu', 'profile_background_tile': True, 'profile_background_color': '131516', 'followers_count': 862, 'has_extended_profile': False, 'time_zone': 'New Delhi', 'is_translation_enabled': False, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/780119679532576768/WEnXdFxL_normal.jpg', 'friends_count': 1583, 'verified': False, 'default_profile': False, 'geo_enabled': True, 'created_at': 'Tue Dec 08 15:58:39 +0000 2009', 'follow_request_sent': False, 'profile_use_background_image': True, 'entities': {'description': {'urls': []}}, 'favourites_count': 5578, 'id': 95446602, 'default_profile_image': False, 'profile_sidebar_border_color': 'FFFFFF'}
879587149686775809;crystal leather laser engraving and cutting machine and spares price for sale/laser etch machine 9060 60w80w100w? https://t.co/uLFCk4HiQF;;;Tue Jun 27 06:28:13 +0000 2017;{'hashtags': [], 'user_mentions': [], 'symbols': [], 'urls': [{'expanded_url': 'https://www.alibaba.com/product-detail/crystal-epilog-leather-laser-engraving-and_60670146133.html?spm=a2747.manage.list.260.p1z779', 'url': 'https://t.co/uLFCk4HiQF', 'indices': [114, 137], 'display_url': 'alibaba.com/product-detail…'}]};;0.0;0.0;;8.795871496867758e+17;;;;;;0.0;en;;0.0;;;;0.0;0.0;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";0.0;{'profile_link_color': '1DA1F2', 'id_str': '813660442190938112', 'profile_text_color': '333333', 'listed_count': 1, 'utc_offset': None, 'description': 'doll wig designer\nwhatsapp:008615866809375\n1906278327@qq.com', 'following': False, 'url': None, 'is_translator': False, 'profile_background_image_url_https': None, 'statuses_count': 264, 'notifications': False, 'name': '???', 'contributors_enabled': False, 'lang': 'zh-CN', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/813660442190938112/1485237759', 'location': '', 'translator_type': 'none', 'protected': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/823772989900492804/eHebR2Bx_normal.jpg', 'profile_sidebar_fill_color': 'DDEEF6', 'screen_name': 'candy55981722', 'profile_background_tile': False, 'profile_background_color': 'F5F8FA', 'followers_count': 162, 'has_extended_profile': False, 'time_zone': None, 'is_translation_enabled': False, 'profile_background_image_url': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/823772989900492804/eHebR2Bx_normal.jpg', 'friends_count': 2045, 'verified': False, 'default_profile': True, 'geo_enabled': False, 'created_at': 'Tue Dec 27 08:19:01 +0000 2016', 'follow_request_sent': False, 'profile_use_background_image': True, 'entities': {'description': {'urls': []}}, 'favourites_count': 147, 'id': 813660442190938112, 'default_profile_image': False, 'profile_sidebar_border_color': 'C0DEED'}
879588372519440384;Sealed Lead Acid Battery, Sealed Lead Acid Battery Suppliers and Manufacturers at https://t.co/flc0WEfOdo https://t.co/Ocg7N7KjId;;;Tue Jun 27 06:33:04 +0000 2017;{'hashtags': [], 'user_mentions': [], 'symbols': [], 'urls': [{'expanded_url': 'http://Alibaba.com', 'url': 'https://t.co/flc0WEfOdo', 'indices': [82, 105], 'display_url': 'Alibaba.com'}, {'expanded_url': 'http://ref.gl/DYa8fxY1', 'url': 'https://t.co/Ocg7N7KjId', 'indices': [106, 129], 'display_url': 'ref.gl/DYa8fxY1'}]};;0.0;0.0;;8.795883725194404e+17;;;;;;0.0;en;;0.0;;;;0.0;0.0;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>";0.0;"{'profile_link_color': '1DA1F2', 'id_str': '875104262862274560', 'profile_text_color': '333333', 'listed_count': 0, 'utc_offset': None, 'description': ""Electrician and Handyman! Nothing wire related that I can't figure out."", 'following': False, 'url': None, 'is_translator': False, 'profile_background_image_url_https': None, 'statuses_count': 1923, 'notifications': False, 'name': 'Sparks Fly', 'contributors_enabled': False, 'lang': 'en', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/875104262862274560/1497557890', 'location': 'East Lansing, MI', 'translator_type': 'none', 'protected': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875447335530233866/amT8c_2y_normal.jpg', 'profile_sidebar_fill_color': 'DDEEF6', 'screen_name': 'Fly_Sparker', 'profile_background_tile': False, 'profile_background_color': 'F5F8FA', 'followers_count': 947, 'has_extended_profile': False, 'time_zone': None, 'is_translation_enabled': False, 'profile_background_image_url': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875447335530233866/amT8c_2y_normal.jpg', 'friends_count': 0, 'verified': False, 'default_profile': True, 'geo_enabled': False, 'created_at': 'Wed Jun 14 21:34:49 +0000 2017', 'follow_request_sent': False, 'profile_use_background_image': True, 'entities': {'description': {'urls': []}}, 'favourites_count': 0, 'id': 875104262862274560, 'default_profile_image': False, 'profile_sidebar_border_color': 'C0DEED'}"
879592146356944896;Glass Electric Insulators suppliers on https://t.co/flc0WEfOdo https://t.co/BG2PxHPiRr;;;Tue Jun 27 06:48:04 +0000 2017;{'hashtags': [], 'user_mentions': [], 'symbols': [], 'urls': [{'expanded_url': 'http://Alibaba.com', 'url': 'https://t.co/flc0WEfOdo', 'indices': [39, 62], 'display_url': 'Alibaba.com'}, {'expanded_url': 'http://ref.gl/O7wMbvnW', 'url': 'https://t.co/BG2PxHPiRr', 'indices': [63, 86], 'display_url': 'ref.gl/O7wMbvnW'}]};;0.0;0.0;;8.795921463569449e+17;;;;;;0.0;en;;0.0;;;;0.0;0.0;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>";0.0;"{'profile_link_color': '1DA1F2', 'id_str': '875104262862274560', 'profile_text_color': '333333', 'listed_count': 0, 'utc_offset': None, 'description': ""Electrician and Handyman! Nothing wire related that I can't figure out."", 'following': False, 'url': None, 'is_translator': False, 'profile_background_image_url_https': None, 'statuses_count': 1923, 'notifications': False, 'name': 'Sparks Fly', 'contributors_enabled': False, 'lang': 'en', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/875104262862274560/1497557890', 'location': 'East Lansing, MI', 'translator_type': 'none', 'protected': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/875447335530233866/amT8c_2y_normal.jpg', 'profile_sidebar_fill_color': 'DDEEF6', 'screen_name': 'Fly_Sparker', 'profile_background_tile': False, 'profile_background_color': 'F5F8FA', 'followers_count': 947, 'has_extended_profile': False, 'time_zone': None, 'is_translation_enabled': False, 'profile_background_image_url': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/875447335530233866/amT8c_2y_normal.jpg', 'friends_count': 0, 'verified': False, 'default_profile': True, 'geo_enabled': False, 'created_at': 'Wed Jun 14 21:34:49 +0000 2017', 'follow_request_sent': False, 'profile_use_background_image': True, 'entities': {'description': {'urls': []}}, 'favourites_count': 0, 'id': 875104262862274560, 'default_profile_image': False, 'profile_sidebar_border_color': 'C0DEED'}"
879596893046800385;#Alibaba poised to continue growing in #China - will remain leader in E commerce https://t.co/iU9imEqCa8;;;Tue Jun 27 07:06:56 +0000 2017;{'hashtags': [{'text': 'Alibaba', 'indices': [0, 8]}, {'text': 'China', 'indices': [39, 45]}], 'user_mentions': [], 'symbols': [], 'urls': [{'expanded_url': 'http://bit.ly/1N7cgLa', 'url': 'https://t.co/iU9imEqCa8', 'indices': [81, 104], 'display_url': 'bit.ly/1N7cgLa'}]};;0.0;0.0;;8.795968930468004e+17;;;;;;0.0;en;;0.0;;;;0.0;0.0;"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>";0.0;{'profile_link_color': '1DA1F2', 'id_str': '862634174066413568', 'profile_text_color': '333333', 'listed_count': 2, 'utc_offset': None, 'description': '', 'following': False, 'url': None, 'is_translator': False, 'profile_background_image_url_https': None, 'statuses_count': 4960, 'notifications': False, 'name': 'Milena Rasputinova', 'contributors_enabled': False, 'lang': 'en', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/862634174066413568/1495105456', 'location': '', 'translator_type': 'none', 'protected': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/865160800717086720/NKOtRp8r_normal.jpg', 'profile_sidebar_fill_color': 'DDEEF6', 'screen_name': 'milena_rasputin', 'profile_background_tile': False, 'profile_background_color': 'F5F8FA', 'followers_count': 1035, 'has_extended_profile': False, 'time_zone': None, 'is_translation_enabled': False, 'profile_background_image_url': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/865160800717086720/NKOtRp8r_normal.jpg', 'friends_count': 4309, 'verified': False, 'default_profile': True, 'geo_enabled': False, 'created_at': 'Thu May 11 11:43:08 +0000 2017', 'follow_request_sent': False, 'profile_use_background_image': True, 'entities': {'description': {'urls': []}}, 'favourites_count': 0, 'id': 862634174066413568, 'default_profile_image': False, 'profile_sidebar_border_color': 'C0DEED'}
