id;label
883266719569121280;1
875713977606647810;1
879564073473630208;1
860803936873263104;1
882974143188090881;2
862288155235426305;1
869131110726414336;2
876665851121983488;1
869131835170836480;2
879468810524213248;1
868881923636166657;2
882600881845350402;2
874967162674454529;1
874987925829591040;1
875708231049388033;1
876534563169853440;1
875734479674978305;1
869125223114833920;1
879972386912829441;2
862287407667740673;1
869132311371161600;2
876715098949263360;1
870012539391721472;1
862291140044873729;1
879986785631252480;2
868603484341510144;1
882628222571118593;2
883265469804933120;2
879987851211026432;2
879986926010458113;2
862291422640308227;1
862289386389385216;1
869125332229599232;2
868316477287391233;2
875734104121241600;1
882973792225677313;2
869127993590927360;2
879987805870575616;1
875734398984835072;1
879986499563003904;2
874980572443103232;1
862288316787544064;1
864215214727843840;2
882703350285955072;2
869112772243714048;1
879979182633209856;2
875720781078069248;1
880680481188188160;2
879245497801768960;1
879790799805849600;2
879987895456718849;2
869141136731815936;1
869404061409390592;1
883262792270270465;2
874977759138684928;1
869136276578070528;2
879987847712866304;2
879986743675559937;2
882973665008246784;1
879703862839566336;2
862291148202815489;1
869994916943806464;1
875733587362009089;1
882833545080844288;2
882973729231425536;2
883177416700477440;2
879986719138951168;1
879987735750221824;2
869134385236238336;2
862290924608638976;1
879987568766537728;2
868990124952104960;2
883266345181356032;2
882973488180375552;2
870012042140319744;1
875726912273883140;1
862289151739150336;1
882962416014737408;2
882805439599083520;2
883065322735112193;2
875733819818684416;1
862288048695910400;1
869131405044969473;2
869133788562980867;2
869943102609399808;1
870010611404488708;1
860807119498620928;1
882973681458262016;2
882973840304996353;2
882974148951236608;2
879986544551108608;2
879819346989678592;2
869963915165356032;1
868384765916975104;2
875733971375620099;1
870012028986867713;1
875734607081213953;1
879987065244577793;2
879987228528832512;2
882952857561034757;2
876601421281538048;1
878192471674687488;1
862291254058639360;1
869140621310689280;1
869127270698536960;2
860804556766281728;1
879942660185772032;2
883265382685048832;2
883265483902005248;2
868808854271913985;2
883265718887866369;1
876678890223280129;1
875733791897243649;1
860777325360709633;1
881890464378572804;2
881965957937328130;2
875733660695232512;1
875703693118771201;1
869141417855242240;2
875734439023792128;1
862287125240311809;1
869133766819708931;2
878192671579283457;1
882974171210403841;2
869137554049818624;2
875733816064720896;1
882973543537016833;2
868821410302578688;2
860809688052641792;1
874551667953463297;1
876713762836942848;1
862287363141009408;1
869131813410582528;2
860787543121506304;1
879987020185063425;2
869134140259667968;2
868829327667888128;2
883266483849220096;2
875734628346232832;1
869109327885422592;2
865976866099916800;1
869030114373361664;2
869126990405697536;2
868895507975983106;2
868841378922479617;2
869132187005833216;2
875709639270203393;1
879244101392244736;1
862292239136858113;1
879829296419876865;1
875734288611786753;1
879987091005898752;2
869128939381411840;1
857560557125324800;1
879985854516559872;2
879987079781818368;2
869129277643653121;2
882732546794168320;2
878193021006860288;1
882928541406572544;2
875513508825321472;1
875712801171308544;1
883265731210641408;2
883010450664935424;2
870010791965196289;1
875733805197381633;1
865975434164490240;1
882951988413169664;2
